Resource5_560925,Label_0,(case) last_phase_Vergunning verleend,(case) SUMleges_Large,Duration_2_L,Cumduration_2_S,Duration_2_M,Case ID,Cumduration_3_M,(case) includes_subcases_None,(case) casestatus_O,monitoringResource1_560872,monitoringResource3_2670601,Resource1_560925,Cumduration_2_M,(case) requestcomplete_True,Cumduration_2_L,monitoringResource1_560925,monitoringResource2_2670601,Resource3_560872,(case) includes_subcases_J,(case) termname_Termijn bezwaar en beroep 1,Cumduration_5_M,Resource5_560872,monitoringResource3_3273854,Cumduration_4_S,(case) parts_Bouw,Duration_2_S,Resource2_560872,Cumduration_3_L,Cumduration_5_S,(case) caseprocedure_Uitgebreid,(case) caseprocedure_None,Activity2_phase application received,monitoringResource4_560872,monitoringResource1_560912,monitoringResource3_560464,Resource4_560912,(case) SUMleges_Meidum,Activity1_register submission date request,Label,Label_1,Cumduration_4_M,(case) responsible_actor_560464.0,(case) responsible_actor_560912.0,(case) termname_None,Resource1_560872,Activity4_reception through OLO,Resource2_560925,Cumduration_3_S,Resource3_560912,(case) SUMleges_Short,Resource4_560872,monitoringResource2_560872,Activity2_OLO messaging active,Resource1_560912,(case) responsible_actor_4901428.0,(case) requestcomplete_False,Activity4_send confirmation receipt,Resource2_560912,monitoringResource4_2670601,Activity2_regular procedure without MER,monitoringResource5_560872,Duration_4_M,Resource4_560925,Resource5_560912,monitoringResource3_560872,Activity5_send confirmation receipt,Duration_3_M,(case) termname_Termijn tot besluit,Resource3_560925,Activity3_phase application received,monitoringResource4_3273854,monitoringResource5_3273854,(case) last_phase_Beschikking verzonden,(case) casestatus_G,Activity2_enter senddate acknowledgement,monitoringResource5_2670601,monitoringResource2_3273854,(case) includes_subcases_N,Duration_5_M
0,0,0,0,0,0.10885,0.89115,8520738,0.8907,0,1,0,1,0,0.89115,0,0,0,1,1,1,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,0,0,0,0,1,1,1,1,0.93264,1,0,1,1,0,0,0.1093,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,8539501,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
0,0,0,0,0,0.37444,0.62556,8543085,0.66264,0,1,1,1,0,0.62556,0,0,0,1,1,1,0,0.76398,1,0,0.22369,1,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,1,1,0.77631,0,1,1,1,0,0,0.33736,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0.10885,0.89115,8577876,0.8907,0,0,1,0,0,0.89115,0,0,0,0,1,1,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,0,0,0,0,0,1,1,1,0.93264,0,0,1,1,0,0,0.1093,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0.24232,0.75768,8584650,0.77622,0,1,1,1,0,0.75768,1,0,0,1,1,1,1,0.83292,1,0,0.14566,0,0.24232,1,0,0.16708,0,1,0,0,0,0,0,0,1,0,0,0.85434,1,0,0,1,0,0,0.22378,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0,0,1,8598168,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.97467,0,0,0,1,0,0,0,0.02533,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
1,1,0,0,0,0.24232,0.75768,8621787,0.77622,0,1,0,1,1,0.75768,1,0,1,1,0,1,1,0.83292,0,0,0.14566,0,0.24232,0,0,0.16708,0,1,0,0,0,0,0,0,1,0,0,0.85434,1,0,0,0,0,1,0.22378,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,8632892,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0.10885,0.89115,8644527,0.8907,0,1,0,1,1,0.89115,1,0,1,1,0,1,1,0.90222,0,0,0.06736,0,0.10885,0,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,1,0,0,0,0,1,0.1093,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,8645573,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,8662954,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,1,8723873,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.37444,0.62556,8726860,0.66264,0,1,1,1,0,0.62556,1,0,0,1,1,1,0,0.76398,1,0,0.22369,1,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,1,0,1,1,0,0,0.33736,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,8758363,0.77622,0,0,0,0,0,0.75768,1,0,0,0,1,1,1,0.83292,1,0,0.14566,0,0.24232,1,0,0.16708,0,1,0,0,0,0,0,1,1,0,0,0.85434,0,0,0,1,0,0,0.22378,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0,0,0,1,8774022,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0.24232,0.75768,8783154,0.77622,0,0,0,0,0,0.75768,1,0,0,0,0,1,0,0.83292,0,0,0.14566,1,0.24232,0,0,0.16708,0,1,0,0,1,0,1,0,1,0,0,0.85434,0,0,1,0,0,0,0.22378,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,8816378,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0.9717,1,0,0,0,0,1,0,0.0283,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.37444,0.62556,8828658,0.66264,0,0,0,0,0,0.62556,1,0,0,0,1,1,0,0.76398,1,0,0.22369,0,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,0,0,1,1,0,0,0.33736,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0.37444,0.62556,8831860,0.66264,0,1,1,1,0,0.62556,1,0,0,1,1,1,1,0.76398,1,0,0.22369,1,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,1,0,0,1,0,0,0.33736,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.10885,0.89115,8859711,0.8907,0,1,1,0,0,0.89115,1,0,0,0,1,1,1,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,0,0,0,0,1,1,0,0,0.93264,0,0,0,1,0,0,0.1093,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0.24232,0.75768,8860525,0.77622,0,1,1,1,0,0.75768,0,0,0,1,1,1,0,0.83292,1,0,0.14566,1,0.24232,1,0,0.16708,0,1,0,0,0,0,0,0,1,1,1,0.85434,1,0,1,1,0,0,0.22378,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,8907457,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
0,1,0,0,0,0.10885,0.89115,8909682,0.8907,0,0,0,0,0,0.89115,1,0,0,0,0,1,1,0.90222,0,0,0.06736,1,0.10885,0,0,0.09778,0,1,0,0,1,0,1,0,1,0,0,0.93264,0,0,0,0,0,0,0.1093,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,8910297,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.10885,0.89115,8928941,0.8907,0,1,1,1,0,0.89115,1,0,0,1,1,1,0,0.90222,1,0,0.06736,1,0.10885,1,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,1,0,1,1,0,0,0.1093,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,8958665,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,1,8994782,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0.37444,0.62556,8995404,0.66264,0,0,1,1,0,0.62556,1,0,0,1,1,1,0,0.76398,1,0,0.22369,0,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,0,0,1,1,0,0,0.33736,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,1,0,0,1,9011176,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,9012111,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,1,9012817,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,9014443,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,9017543,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,9043775,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0.10885,0.89115,9047060,0.8907,0,1,1,0,0,0.89115,1,0,0,0,1,1,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,1,0,0,0,0,0,0,1,1,0,0,0.93264,0,1,1,1,0,0,0.1093,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,1,9053509,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0.9717,1,0,0,0,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,1,9074955,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,0,0,1,9080437,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
0,0,0,0,0,0,1,9082329,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,9123525,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,9147603,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,1,9173797,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0.24232,0.75768,9179654,0.77622,0,1,1,0,0,0.75768,0,0,0,0,1,1,0,0.83292,1,0,0.14566,0,0.24232,1,0,0.16708,1,0,0,0,0,0,0,0,1,1,1,0.85434,0,0,0,1,0,0,0.22378,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0.37444,0.62556,9185626,0.66264,0,1,0,1,0,0.62556,1,0,0,1,1,1,0,0.76398,1,0,0.22369,1,0.37444,1,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,1,0,1,1,0,0,0.33736,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,9191160,0.77622,0,1,1,1,0,0.75768,1,0,0,1,1,1,0,0.83292,1,0,0.14566,1,0.24232,1,0,0.16708,0,1,0,0,0,0,0,1,1,0,0,0.85434,1,0,1,1,0,0,0.22378,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0.10885,0.89115,9294701,0.8907,1,1,1,1,0,0.89115,0,0,0,1,1,0,1,0.90222,1,0,0.06736,1,0.10885,1,0,0.09778,0,1,0,0,0,0,0,1,1,1,1,0.93264,1,0,0,1,0,0,0.1093,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,9296294,0.77622,1,0,1,1,0,0.75768,1,0,0,1,1,0,1,0.83292,1,0,0.14566,1,0.24232,1,0,0.16708,0,1,0,0,0,0,0,0,1,0,0,0.85434,0,0,0,1,0,0,0.22378,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0.10885,0.89115,9348937,0.8907,1,1,1,1,0,0.89115,1,0,0,1,1,0,1,0.90222,1,0,0.06736,1,0.10885,1,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,1,0,0,1,0,0,0.1093,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.10885,0.89115,9354048,0.8907,1,1,1,1,0,0.89115,1,0,0,1,0,0,0,0.90222,0,0,0.06736,1,0.10885,0,0,0.09778,0,1,0,0,0,0,0,1,1,0,0,0.93264,1,0,1,0,0,0,0.1093,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,1,9368765,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,9381889,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0.37444,0.62556,9385395,0.66264,1,1,1,1,0,0.62556,0,0,0,1,1,0,1,0.76398,1,0,0.22369,1,0.37444,1,0,0.23602,0,1,0,0,0,0,0,1,1,1,1,0.77631,0,1,0,1,0,0,0.33736,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.10885,0.89115,9410769,0.8907,1,0,0,0,0,0.89115,1,0,0,0,1,0,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,0,0,1,1,0,0,0.1093,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0.10885,0.89115,9415247,0.8907,1,0,0,0,0,0.89115,1,0,0,0,1,0,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,1,0,0,0,0,1,0,0,0.93264,0,0,1,1,0,0,0.1093,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,9431949,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,1,9444111,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,1,0,0,1,9446160,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0.10885,0.89115,9457704,0.8907,1,0,0,1,1,0.89115,1,0,1,1,0,0,1,0.90222,0,0,0.06736,1,0.10885,0,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,0,0,0,0,0,1,0.1093,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,1,0,0.10885,0.89115,9471821,0.8907,1,1,1,1,0,0.89115,0,0,0,1,1,0,0,0.90222,1,0,0.06736,0,0.10885,1,0,0.09778,0,1,0,0,0,0,0,0,1,1,1,0.93264,0,1,0,1,0,0,0.1093,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,1,9508399,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,9539245,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0.10885,0.89115,9540271,0.8907,1,1,0,1,0,0.89115,1,0,0,1,0,0,1,0.90222,0,0,0.06736,1,0.10885,0,0,0.09778,0,1,0,0,0,0,0,0,1,0,0,0.93264,0,1,0,0,0,0,0.1093,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,1,9545290,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0.9717,1,0,0,1,0,1,0,0.0283,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,9546721,0.77622,1,1,0,1,0,0.75768,1,0,0,1,0,0,0,0.83292,0,0,0.14566,1,0.24232,0,0,0.16708,0,1,0,0,0,0,0,0,1,0,0,0.85434,1,0,1,0,0,0,0.22378,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,9548111,0.77622,1,1,0,1,0,0.75768,1,0,0,1,0,0,1,0.83292,0,0,0.14566,1,0.24232,0,0,0.16708,0,1,0,0,0,0,0,1,1,0,0,0.85434,1,0,0,0,0,0,0.22378,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0,0,1,9565244,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,1,0,0,1,9566055,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
0,1,0,0,0,0.24232,0.75768,9591194,0.77622,1,1,0,0,0,0.75768,1,0,0,0,0,0,1,0.83292,0,0,0.14566,1,0.24232,0,0,0.16708,0,1,0,0,1,0,1,0,1,0,0,0.85434,1,0,0,0,0,0,0.22378,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,9609455,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.9717,0,0,0,1,0,0,0,0.0283,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0.37444,0.62556,9612474,0.66264,1,1,0,1,0,0.62556,1,0,0,1,0,0,1,0.76398,0,0,0.22369,1,0.37444,0,0,0.23602,0,1,0,0,0,0,0,0,1,0,0,0.77631,1,0,0,0,0,0,0.33736,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,1,9619198,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.9717,0,0,0,0,0,0,0,0.0283,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,9622266,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0.9717,0,0,0,1,0,0,0,0.0283,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
